flat_id,row_i,q_i,gold,is_mc,question_type,target_predicate_guess,target_score,answer_explanation_mismatch,has_direct_fol_conflict,grammar_flags,expected_verifier_rules,question
generated_v4style_300_263_1,263,1,No,False,existential,ImprovesTechnique,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one student improves technique?
generated_v4style_300_264_0,264,0,Yes,False,universal,ReceivesMentorFeedback,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all interns receives mentor feedback?
generated_v4style_300_264_1,264,1,No,False,existential,WritesInternshipReport,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one intern internship report?
generated_v4style_300_265_0,265,0,Yes,False,universal,SubmitsAllAssignments,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students submits all assignments?
generated_v4style_300_265_1,265,1,Unknown,False,universal,ReceivesScholarship,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students receives a scholarship?
generated_v4style_300_266_0,266,0,C,True,mc,ClearsInterview,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every candidate submits the application.
B. At least one candidate passes the written test.
C. No candidate submits the application.
D. Some candidates clears the interview."
generated_v4style_300_266_1,266,1,No,False,existential,PassesWrittenTest,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one candidate passes the written test."
generated_v4style_300_267_0,267,0,D,True,mc,DocumentsFindings,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No analyst documents the findings.
B. Every analyst documents the findings.
C. At least one analyst documents the findings.
D. It cannot be determined whether any analyst documents the findings."
generated_v4style_300_267_1,267,1,Unknown,False,universal_negative,DocumentsFindings,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No analyst documents the findings."
generated_v4style_300_268_0,268,0,Yes,False,universal,PassesLabComponent,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students lab component?
generated_v4style_300_268_1,268,1,Unknown,False,universal,ObtainsDiploma,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students diploma?
generated_v4style_300_269_0,269,0,A,True,mc,FinishesAllModules,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one participant finishes all modules.
B. Every participant finishes all modules.
C. No participant finishes all modules.
D. At least one participant registers for the program, but nothing about finishes all modules."
generated_v4style_300_269_1,269,1,Yes,False,universal,ObtainsProfessionalLicense,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every participant obtains a professional license."
generated_v4style_300_270_0,270,0,Yes,False,universal,PassesCodeReview,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all developers code review?
generated_v4style_300_270_1,270,1,No,False,existential,MergesBranch,0.5,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one developer branch?
generated_v4style_300_271_0,271,0,Yes,False,universal,ReviewsMistakes,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students reviews mistakes?
generated_v4style_300_271_1,271,1,Unknown,False,universal,ScoresAboveThreshold,0.3333333333333333,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students threshold?
generated_v4style_300_272_0,272,0,B,True,mc,CompletesLabWork,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every student completes the lab work.
B. It cannot be determined whether every student completes the lab work.
C. No student completes the lab work.
D. Every student who passes the lab component must completes."
generated_v4style_300_272_1,272,1,Unknown,False,other_ynu,CompletesLabWork,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a student passes the lab component, then the student completes the lab work."
generated_v4style_300_273_0,273,0,Yes,False,universal,BuildsModel,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all analysts builds a model?
generated_v4style_300_273_1,273,1,Unknown,False,universal,DeliversReport,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all analysts report?
generated_v4style_300_274_0,274,0,B,True,mc,ProvidesFeedback,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one mentor schedules a session.
B. No mentor schedules a session.
C. Every mentor provides feedback.
D. At least one mentor provides feedback."
generated_v4style_300_274_1,274,1,Unknown,False,universal,SetsDevelopmentGoals,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every mentor sets development goals."
generated_v4style_300_275_0,275,0,A,True,mc,PassesCertificationExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every participant passes the certification exam.
B. No participant passes the certification exam.
C. Only some participants passes the certification exam.
D. The premises do not support any conclusion about passesing."
generated_v4style_300_275_1,275,1,Yes,False,universal,FinishesAllModules,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every participant finishes all modules."
generated_v4style_300_276_0,276,0,Yes,False,universal,ReceivesFullBenefits,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives full benefits?
generated_v4style_300_276_1,276,1,No,False,existential,EligibleForPromotion,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one employee is eligible for promotion?
generated_v4style_300_277_0,277,0,A,True,mc,WritesInternshipReport,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every intern writes the internship report.
B. No intern writes the internship report.
C. Only some interns writes the internship report.
D. The premises do not support any conclusion about writesing."
generated_v4style_300_277_1,277,1,Yes,False,universal,ReceivesMentorFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every intern receives mentor feedback."
generated_v4style_300_278_0,278,0,No,False,existential,CompletesLabWork,0.6666666666666666,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student lab work?
generated_v4style_300_278_1,278,1,Yes,False,universal,ObtainsDiploma,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students diploma?
generated_v4style_300_279_0,279,0,Yes,False,universal,BuildsModel,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all analysts builds a model?
generated_v4style_300_279_1,279,1,No,False,existential,ValidatesResults,0.5,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one analyst results?
generated_v4style_300_280_0,280,0,Yes,False,universal,ReviewsMistakes,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students reviews mistakes?
generated_v4style_300_280_1,280,1,Unknown,False,universal,ScoresAboveThreshold,0.3333333333333333,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students threshold?
generated_v4style_300_281_0,281,0,Yes,False,universal,ClearsInterview,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all candidates interview?
generated_v4style_300_281_1,281,1,Unknown,False,universal,StartsPosition,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all candidates position?
generated_v4style_300_282_0,282,0,Unknown,False,universal,JoinsTeam,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all interns team?
generated_v4style_300_282_1,282,1,Unknown,False,universal,ReceivesMentorFeedback,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all interns receives mentor feedback?
generated_v4style_300_283_0,283,0,B,True,mc,SolvesProblems,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every student studies regularly.
B. It cannot be determined whether every student studies regularly.
C. No student studies regularly.
D. Every student who solves the problems must studies."
generated_v4style_300_283_1,283,1,Unknown,False,other_ynu,SolvesProblems,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a student solves the problems, then the student studies regularly."
generated_v4style_300_284_0,284,0,Yes,False,universal,ReceivesClearance,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives security clearance?
generated_v4style_300_284_1,284,1,No,False,existential,AccessesSensitiveData,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one employee accesses sensitive data?
generated_v4style_300_285_0,285,0,B,True,mc,FinishesAllModules,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every participant registers for the program.
B. It cannot be determined whether every participant registers for the program.
C. No participant registers for the program.
D. Every participant who finishes all modules must registers."
generated_v4style_300_285_1,285,1,Unknown,False,universal,FinishesAllModules,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a participant finishes all modules, then the participant registers for the program."
generated_v4style_300_286_0,286,0,No,False,existential,ReadsLiterature,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one researcher literature?
generated_v4style_300_286_1,286,1,Yes,False,universal,PublishesPaper,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all researchers publishes a paper?
generated_v4style_300_287_0,287,0,D,True,mc,AttendsTrainingSession,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No volunteer attends the training session.
B. Every volunteer attends the training session.
C. At least one volunteer attends the training session.
D. It cannot be determined whether any volunteer attends the training session."
generated_v4style_300_287_1,287,1,Unknown,False,universal_negative,AttendsTrainingSession,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No volunteer attends the training session."
generated_v4style_300_288_0,288,0,Unknown,False,universal,PreparesCurriculum,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all teachers curriculum?
generated_v4style_300_288_1,288,1,Unknown,False,universal,GradesAssignments,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all teachers assignments?
generated_v4style_300_289_0,289,0,C,True,mc,AttendsSeminar,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every trainee attends the seminar.
B. At least one trainee completes the workshop.
C. No trainee attends the seminar.
D. Some trainees submits a portfolio."
generated_v4style_300_289_1,289,1,No,False,existential,CompletesWorkshop,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one trainee completes the workshop."
generated_v4style_300_290_0,290,0,A,True,mc,AnalyzesData,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every researcher analyzes the data.
B. No researcher analyzes the data.
C. Only some researchers analyzes the data.
D. The premises do not support any conclusion about analyzesing."
generated_v4style_300_290_1,290,1,Yes,False,universal,ConductsExperiment,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every researcher conducts experiments."
generated_v4style_300_291_0,291,0,A,True,mc,WritesInternshipReport,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every intern writes the internship report.
B. No intern writes the internship report.
C. Only some interns writes the internship report.
D. The premises do not support any conclusion about writesing."
generated_v4style_300_291_1,291,1,Yes,False,universal,ReceivesMentorFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every intern receives mentor feedback."
generated_v4style_300_292_0,292,0,Unknown,False,universal,FinishesAllModules,0.3333333333333333,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all participants program?
generated_v4style_300_292_1,292,1,Unknown,False,universal,FinishesAllModules,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all participants finishes all modules?
generated_v4style_300_293_0,293,0,Unknown,False,universal,SubmitsApplication,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all candidates application?
generated_v4style_300_293_1,293,1,Unknown,False,universal,ClearsInterview,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all candidates interview?
generated_v4style_300_294_0,294,0,C,True,mc,CompletesCoursework,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student completes the coursework.
B. At least one student passes the final exam.
C. No student completes the coursework.
D. Some students earns course credit."
generated_v4style_300_294_1,294,1,No,False,existential,PassesFinalExam,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student passes the final exam."
generated_v4style_300_295_0,295,0,No,False,existential,PreparesCurriculum,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one teacher curriculum?
generated_v4style_300_295_1,295,1,Yes,False,universal,CompletesAcademicTerm,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all teachers academic term?
generated_v4style_300_296_0,296,0,D,True,mc,IdentifiesGap,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No researcher identifies a research gap.
B. Every researcher identifies a research gap.
C. At least one researcher identifies a research gap.
D. It cannot be determined whether any researcher identifies a research gap."
generated_v4style_300_296_1,296,1,Unknown,False,universal_negative,IdentifiesGap,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No researcher identifies a research gap."
generated_v4style_300_297_0,297,0,No,False,existential,WritesProposal,1.0,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one researcher writes a research proposal?
generated_v4style_300_297_1,297,1,Yes,False,universal,PresentsAtConference,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all researchers presents at a conference?
generated_v4style_300_298_0,298,0,A,True,mc,CollectsData,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every researcher collects data.
B. No researcher collects data.
C. Only some researchers collects data.
D. The premises do not support any conclusion about collectsing."
generated_v4style_300_298_1,298,1,Yes,False,universal,DesignsStudy,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every researcher designs a study."
generated_v4style_300_299_0,299,0,D,True,mc,PassesProbation,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No employee passes the probation period.
B. Every employee passes the probation period.
C. At least one employee passes the probation period.
D. It cannot be determined whether any employee passes the probation period."
generated_v4style_300_299_1,299,1,Unknown,False,universal_negative,PassesProbation,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No employee passes the probation period."
